日期,小红书_koc,抖音_koc,抖音_直播,微博_热搜位,百度_热搜位,长视频_独家冠名,论坛_大V,央视_黄金档硬广,央视_黄金档冠名,央视频,AI_问答类,天猫_站内,天猫_站外,京东_站内,京东_站外,电梯广告_写字楼,电梯广告_小区,商场大屏,机场,高铁,候车亭,户外广告牌,全域投放量,大促热度,市场竞争指数,品牌大众认知指数,品牌社媒搜索指数,品牌电商搜索指数,品牌线上销量指数,品牌线下销量指数
2022/6/7,8954,4748,951,61912,436,29043,235,86381,92729,1944,690,802,945,997,879,2875,7153,36102,27439,52804,9688,8490,57455.38794,8,12,42,33,44,88,78
2022/6/8,3944,1785,801,55442,1164,22782,1562,91503,85911,6091,649,689,944,523,654,1944,4745,40813,18293,23618,6195,7593,61562.83962,38,11,39,18,48,66,90
2022/6/9,4692,2142,597,78474,2603,57687,360,70457,96003,7252,594,554,651,609,774,4515,2710,10490,23251,50865,6924,7885,29986.26393,47,73,49,28,37,65,79
2022/6/10,5377,2814,636,13153,1212,40716,436,35965,80737,7686,858,565,594,537,513,4933,8368,41753,52993,22579,9221,7295,69445.43918,88,32,59,24,40,39,47
2022/6/11,6651,4884,616,75295,333,79039,1120,41317,88619,7640,946,986,917,505,706,9491,2990,41127,22041,29525,5224,1472,22024.55419,36,71,30,21,84,79,94
2022/6/12,8682,1113,974,64506,1138,92699,2234,70485,98538,8864,984,859,511,668,790,5725,4421,26014,30065,39254,6903,8091,46703.47429,47,0,74,82,94,94,78
2022/6/13,4260,3142,631,57724,2543,51935,220,47340,97713,9873,923,809,940,829,597,3920,9771,42280,52806,51155,6541,9414,7820.455206,97,20,71,41,28,90,69
2022/6/14,4651,925,828,31102,328,98853,1628,83904,97292,8410,591,891,831,598,594,715,3310,33120,42847,20502,5439,6841,91452.07716,41,16,34,81,53,55,82
2022/6/15,2965,898,660,74889,804,10319,2184,34869,80147,9629,695,943,593,612,676,935,5475,53938,25715,42923,8851,7279,6251.042398,2,55,50,71,4,68,33
2022/6/16,4133,1353,500,14238,1150,44448,1343,34019,55102,6010,747,936,810,557,989,3976,3876,25619,23548,42523,6494,7133,41327.40931,35,52,77,26,39,50,13
2022/6/17,5792,3583,904,60656,2764,79538,1168,67427,53272,9524,810,770,641,625,994,6756,3115,22452,53192,24480,5444,8954,35681.84948,79,31,39,48,39,87,88
2022/6/18,5475,921,625,50741,1194,82230,1990,62361,86677,9217,793,873,735,770,669,4912,441,33581,39023,44025,6089,1194,71833.9665,91,25,79,38,64,39,84
2022/6/19,5261,3492,962,23098,2019,41264,2848,97236,84789,3130,847,999,984,665,641,7923,7119,17770,28191,34261,5983,5783,50137.72062,19,83,54,83,90,26,60
2022/6/20,1834,2345,561,92521,2315,50169,1349,76735,83205,7252,712,653,871,993,671,1474,706,55810,56346,32510,6379,7114,38426.73298,2,49,29,14,55,53,59
2022/6/21,2576,4735,747,43336,1145,62733,2026,61036,62815,2458,708,736,839,912,806,6074,864,19651,46589,57078,9740,6026,32500.69894,27,36,42,60,21,49,65
2022/6/22,7929,1245,607,68688,2249,76457,2826,48648,66267,1336,921,695,755,978,869,2450,9294,23375,54648,17803,7205,9465,22134.43274,84,39,96,86,30,24,85
2022/6/23,4164,2899,875,49767,2543,29549,2400,50514,76344,2904,772,981,786,974,915,5159,449,45727,29466,55364,7694,6110,72542.39408,93,77,52,25,23,90,82
2022/6/24,4531,2797,941,60536,1406,93177,2074,88031,82311,6358,767,897,779,653,997,975,8223,55124,42765,12698,9593,4203,48511.84261,86,9,88,96,93,57,94
2022/6/25,9800,649,916,61182,1024,94711,1114,59800,70693,8134,935,581,758,559,623,7449,3656,28283,56145,16058,5003,8438,75683.30975,20,54,45,67,16,30,69
2022/6/26,8386,3110,948,5414,739,32322,1129,61142,50495,3365,965,866,731,960,755,7731,7858,14456,55599,21021,5034,6946,22083.86304,76,10,18,78,56,14,47
2022/6/27,5567,3109,749,67295,673,35986,579,44940,87288,9739,635,818,867,739,739,3273,7884,34564,49759,19800,7654,8219,20945.66564,0,92,58,61,65,76,78
2022/6/28,3963,596,848,6775,2227,15291,723,72703,52570,8213,779,514,588,822,821,1985,4774,18887,16746,18923,9571,9337,54804.61115,10,88,11,29,65,74,11
2022/6/29,3923,4708,597,4831,1680,47574,2316,41907,85830,2207,681,980,706,631,913,9661,7019,22715,10069,35624,8323,4545,46235.9097,26,54,28,81,28,58,96
2022/6/30,2761,1142,688,13789,2323,36741,2146,54099,53513,3006,760,891,678,944,959,6855,4164,47596,10899,24617,5974,6561,39235.58155,8,81,23,87,17,96,51
2022/7/1,7010,4183,885,85413,952,76942,2442,82738,88546,6592,798,866,575,862,848,7316,6243,24135,38945,48764,9696,8053,36478.23986,97,31,28,32,47,89,80
2022/7/2,3032,4442,728,19160,1872,41272,329,55564,95372,8902,919,765,720,724,934,5824,3085,51318,26512,36012,8582,6767,8973.752165,9,70,72,45,97,84,72
2022/7/3,4251,4887,567,83837,1247,52224,2445,65105,58694,2369,526,879,715,972,864,1957,3097,44673,11872,56309,9810,4440,31599.60546,32,99,0,51,67,88,21
2022/7/4,7000,4512,876,74804,2229,44529,452,66214,93814,8172,671,895,826,808,981,4239,751,36932,20750,26402,9911,3905,41326.6157,47,23,18,75,84,45,91
2022/7/5,8982,3088,920,69620,831,76010,2345,45339,61849,6743,565,902,598,512,522,7442,2853,40635,52704,54076,6799,9748,82513.94212,56,47,4,74,28,1,66
2022/7/6,7492,4211,595,70442,1755,46828,1399,68114,65683,7205,618,941,845,992,805,8793,962,31276,26342,53501,6878,5253,52497.97036,25,4,20,37,76,92,94
2022/7/7,3536,4667,629,48229,702,81700,940,30130,81549,1277,750,536,759,797,947,2148,5446,9501,33483,24600,8962,4584,102386.797,94,14,74,92,95,18,12
2022/7/8,6548,3537,792,84319,2010,12166,2002,60603,69600,8618,923,523,760,527,734,6217,1648,46946,25655,55004,6585,5356,10511.892,62,32,20,28,70,80,65
2022/7/9,3212,4776,842,61181,2217,47128,1477,36007,60612,3912,738,805,927,522,933,9692,5866,18980,56152,24129,8076,3744,57264.1157,84,36,32,5,57,40,12
2022/7/10,7185,643,582,81206,1796,75118,2108,46293,69497,1026,901,901,765,936,862,4137,8717,44472,19309,10394,9234,4923,15088.14608,98,9,19,32,67,40,73
2022/7/11,2297,3211,970,61734,1580,24150,2629,90971,51510,3307,739,741,689,661,839,8003,346,9093,15687,10415,7434,8871,32911.34102,60,70,27,44,78,60,2
2022/7/12,8557,1202,718,40626,2691,42769,2135,34790,80563,5239,856,618,501,556,998,8197,9076,57364,11861,38686,7428,6384,34876.85233,70,82,84,57,99,26,5
2022/7/13,5517,752,588,50128,604,56296,367,85005,57206,1079,982,509,739,838,687,9477,9115,36741,20429,32470,6303,6229,23183.01294,11,48,76,61,43,58,61
2022/7/14,5231,3589,615,69175,1728,17116,1012,83212,52562,6422,939,727,505,935,967,1746,8600,9313,41246,48971,9493,2542,1452.422731,5,89,85,50,90,59,47
2022/7/15,7738,1313,640,16271,1230,39119,1713,65538,87005,8865,695,711,698,942,551,5374,8267,55765,21381,42504,6358,3482,71444.69447,95,29,50,8,47,76,18
2022/7/16,8015,4565,756,53536,1913,59565,780,81453,88861,2850,737,739,551,508,553,8802,7652,20870,20682,38434,6591,2481,43015.46546,29,74,80,90,58,80,24
2022/7/17,8250,2963,965,80814,1528,71971,2588,56690,89232,9125,545,673,838,718,904,2313,4561,35543,13768,42096,6541,6257,24859.15691,93,27,0,96,88,79,98
2022/7/18,3064,2361,611,97646,1237,24526,1200,54622,60135,3302,623,863,792,757,834,3012,8445,6588,36380,44068,8849,1347,17839.13596,56,13,99,81,73,19,11
2022/7/19,8542,4924,600,63455,1691,44496,247,86050,97060,4688,936,624,943,901,770,7713,388,42817,30960,11070,8251,8471,41696.66928,69,46,39,61,70,90,45
2022/7/20,4278,2371,950,62518,2437,98929,2637,80097,73306,7256,578,950,645,761,712,1046,1219,26687,54878,30946,7707,8242,83270.646,20,67,84,79,28,48,91
2022/7/21,5966,3331,579,40329,1942,80862,1190,90656,61440,6004,616,774,665,848,506,9112,4604,34575,56168,44573,8467,4188,1383.611906,0,3,13,21,33,53,26
2022/7/22,2409,2534,691,30829,487,31522,1692,97305,67891,8643,858,979,935,803,608,9258,8001,11292,32367,39363,8774,3923,28660.1658,45,32,46,11,7,6,53
2022/7/23,6490,1658,681,86979,766,53608,943,60012,75098,7212,663,848,970,830,866,3015,6833,44775,54181,30538,7536,6738,55751.76299,52,96,44,34,34,36,11
2022/7/24,9509,1837,687,9209,2912,48138,2538,63081,86538,9386,575,534,607,908,763,7542,1791,25665,25823,56420,8511,4090,59771.42981,60,14,9,72,11,22,22
2022/7/25,6531,1727,892,51033,2691,46580,2462,86421,54506,9501,828,612,839,700,971,8961,9191,25187,55057,34010,6590,6369,17301.62255,98,30,45,83,99,68,75
2022/7/26,3690,3437,955,2383,1542,38939,272,62501,95507,3963,605,709,691,944,804,6458,881,56213,14143,53342,5958,1747,64040.98244,38,77,97,20,18,67,84
2022/7/27,2062,2833,502,38492,1385,47681,2168,51555,84061,7235,689,578,931,773,938,5822,9091,18620,50503,36402,8937,8399,64876.12774,14,97,62,57,1,80,95
2022/7/28,5859,4161,722,72758,429,57833,734,47842,51641,4356,979,977,758,644,833,3687,4417,42055,40850,24386,5037,2236,4253.870484,95,77,55,37,86,46,56
2022/7/29,4684,3234,968,88785,2593,75811,1539,54813,81404,9673,582,619,984,595,628,7124,1975,44031,55117,13284,5648,3992,23637.3908,87,27,26,48,64,24,78
2022/7/30,7391,1164,996,68292,1921,11162,2531,83714,74019,9308,652,901,962,519,994,2673,6245,34642,10574,35186,8164,2559,66149.01019,66,62,49,8,50,54,37
2022/7/31,1748,3171,502,5173,818,54700,2711,91548,94909,4992,936,510,816,787,554,8012,4298,25038,16239,58982,8605,4248,11498.14867,70,64,55,17,67,87,72
2022/8/1,3204,2155,746,67789,1408,44890,2922,95069,91200,8477,616,816,665,571,651,6519,4431,51453,51671,22699,7882,2725,34746.28602,83,82,20,48,11,69,59
2022/8/2,3542,4136,751,18138,2856,78906,1361,93906,67168,7094,529,789,609,821,562,4777,9172,40427,46413,11614,9037,4235,42721.44515,50,45,4,18,99,2,11
2022/8/3,7873,1897,992,16426,2605,25149,586,95700,72708,9738,855,801,710,808,789,4394,8757,17819,15843,42190,8362,7385,3966.431984,24,11,17,9,32,56,82
2022/8/4,3113,3580,980,81038,1721,69749,2499,47527,58533,2679,960,847,592,727,957,3076,7589,59609,20113,55596,8640,4002,41392.88616,51,33,50,34,27,24,65
2022/8/5,7037,3420,519,97523,1961,37897,1679,72816,62770,5100,846,843,935,926,898,743,6690,57116,54370,42387,5367,8615,46082.99094,22,11,47,73,80,47,96
2022/8/6,7062,1664,574,9049,867,56503,2849,95458,97093,6398,565,720,666,826,773,9147,3043,53164,43470,57223,9261,6030,74014.5923,47,54,45,66,32,91,87
2022/8/7,3281,1933,607,24309,1293,77840,2009,30215,51385,9590,798,575,552,844,808,9813,8267,59449,39085,12540,8151,7951,34678.76568,17,65,47,57,75,60,76
2022/8/8,4259,1162,779,61444,2550,90696,2488,70291,59215,8756,936,916,731,502,936,3733,2142,42719,46363,12898,9340,6448,8923.961112,22,92,7,63,13,37,1
2022/8/9,2795,1454,667,16748,1083,14377,660,79489,61644,1529,960,585,751,697,651,9061,2310,41072,39746,32885,9665,7726,31250.54523,96,35,14,95,57,88,70
2022/8/10,1571,2828,513,70097,2250,74375,924,37322,63913,2389,617,725,518,542,598,2417,9776,16064,43396,18267,6294,8614,19638.45387,82,33,66,67,94,71,63
2022/8/11,6227,1025,990,67028,2615,95514,2471,77342,65587,7752,599,735,635,731,967,2118,2844,14234,52182,27520,6474,5619,3416.915494,91,40,17,5,74,85,94
2022/8/12,8884,1797,641,91900,2150,91158,1232,73601,50101,7377,740,959,950,508,614,1298,840,7357,12134,25569,8167,4023,90339.32234,1,23,47,10,24,7,19
2022/8/13,3123,4718,683,82939,2669,89845,169,76686,87425,9324,710,776,550,978,823,2913,2043,16532,52155,39082,6295,8105,9276.478964,72,90,53,48,43,65,97
2022/8/14,5293,816,700,36335,1444,82751,206,88342,71230,2895,947,587,943,731,989,9120,4259,53028,39841,45377,8442,5266,50996.06009,73,60,39,43,12,68,77
2022/8/15,4554,2661,541,92783,302,95252,490,84397,72205,4868,754,652,941,810,505,1801,3536,41839,33960,39089,5270,6078,13333.2776,48,86,10,77,14,56,4
2022/8/16,9096,1998,868,41357,2519,58516,959,34859,51257,8713,891,798,587,520,801,8033,2505,18002,15869,29661,7081,8294,54468.69115,22,45,41,4,53,89,62
2022/8/17,3258,4275,988,49217,2673,70944,1299,34243,96442,5636,685,710,961,900,926,1863,7849,11110,20136,51103,8299,8587,25154.96738,27,82,34,73,24,98,94
2022/8/18,4426,3027,688,18978,1672,32141,1772,51952,70774,6081,872,617,510,957,985,4997,1153,29472,46774,17285,5964,8238,44895.71296,80,73,47,5,55,71,54
2022/8/19,5014,4777,609,15582,2118,52269,1041,47735,88362,6416,998,966,831,889,941,2976,8845,52574,26909,32587,6058,5592,17792.07477,42,52,8,69,3,92,62
2022/8/20,7168,798,620,75349,1772,29154,312,74445,69518,5160,812,912,947,596,513,5138,8932,38233,29307,13754,8721,3957,37701.90127,46,48,94,47,18,71,75
2022/8/21,2874,2492,842,82358,1923,11706,762,97217,59857,8113,781,726,525,515,762,2093,6464,22139,43353,29911,6694,8520,21077.10785,58,71,77,86,38,39,61
2022/8/22,5434,4728,667,42236,1827,30272,121,98563,63176,4176,867,974,558,587,832,1125,3467,38636,39988,43861,7808,2811,32213.16711,43,54,15,66,97,33,62
2022/8/23,1755,4723,916,26717,2699,62752,2570,56873,69337,2718,676,563,541,778,866,8852,5460,27934,53303,29911,9398,6020,57707.49626,95,88,4,73,83,8,92
2022/8/24,3616,2164,764,89555,877,72651,2118,49897,78930,1245,677,545,798,948,921,8281,3797,38832,23594,26486,7003,9848,40619.64991,33,73,68,34,49,41,21
2022/8/25,6351,4800,548,50152,1239,76777,930,40584,74163,9823,869,747,584,745,682,4563,2601,48565,14525,53261,8429,7704,74945.63783,35,20,12,41,71,61,25
2022/8/26,8348,3218,580,43414,2935,26528,1380,40265,52550,8878,882,956,988,851,920,1280,9354,58244,48915,39829,8895,2928,84495.28821,80,40,26,66,88,20,88
2022/8/27,4907,3106,676,54850,1076,34253,191,50319,98892,2569,930,973,750,914,810,6544,6191,20994,54364,46946,7819,4111,71979.73423,29,37,64,75,82,42,11
2022/8/28,9764,2957,533,75810,417,33678,313,84769,68623,1377,983,851,595,911,977,1384,954,58511,24232,13057,9540,7877,20591.43969,26,3,14,67,81,4,81
2022/8/29,6234,1813,817,40207,1349,78586,473,33506,56335,8973,516,596,669,525,854,7767,559,22390,25194,46846,7205,3514,45048.27609,75,13,59,30,88,28,41
2022/8/30,6365,1167,804,80061,2728,19359,1120,57389,75010,2890,924,695,947,642,996,698,4270,16306,47428,38800,5986,4759,21826.30855,78,86,69,52,92,5,45
2022/8/31,8711,1595,740,13034,2037,85418,2552,78464,52512,2902,651,791,779,772,732,5058,8819,31270,29396,20405,8553,7715,15933.10052,79,77,94,13,47,62,33
2022/9/1,5267,3800,877,12497,1905,73172,1923,97378,80246,7858,954,694,549,931,941,8221,1074,11672,14028,39891,6617,6768,2856.09033,93,95,75,94,23,47,33
2022/9/2,4106,2444,668,63678,1036,46630,2783,41704,89603,9388,915,716,624,993,771,1952,2714,44760,29019,57451,7197,2359,51012.2017,66,67,10,97,52,38,98
2022/9/3,6775,4918,911,27953,1878,79130,1381,61030,81241,5126,719,709,982,587,565,5561,5045,28689,50005,16723,6953,6959,11401.42656,99,76,73,7,85,14,50
2022/9/4,9289,508,780,27585,2060,19156,1374,94601,85146,5894,987,550,761,904,996,5283,2295,44308,28828,31109,5606,9259,58989.77531,9,55,78,32,0,38,17
2022/9/5,4800,2001,515,75693,1743,28400,2580,39504,65801,7814,938,576,836,523,820,961,3814,24788,49470,42158,8099,4273,48924.87881,57,21,90,12,83,85,68
2022/9/6,8455,4982,559,19264,2144,74855,580,73137,69472,6973,868,645,545,634,784,6535,3898,17377,38510,44219,8333,7820,30835.42793,35,56,52,54,77,69,94
2022/9/7,9376,4046,841,85463,2084,99137,491,37758,76535,6422,638,523,566,538,842,2067,2462,21170,15599,27380,5208,3699,34918.02349,57,33,1,38,66,71,18
2022/9/8,8914,952,586,13297,315,46897,1808,87404,57806,2577,720,597,792,581,794,6544,5939,58630,42587,58554,7929,1748,68296.13762,73,53,99,29,41,69,33
2022/9/9,7404,4715,791,39909,450,77279,297,66913,98371,8118,789,675,663,887,642,1078,1236,40076,20524,29939,5947,3851,44420.27706,39,3,11,61,55,85,32
2022/9/10,1191,3102,889,46053,1741,19323,2326,70288,75692,4045,608,769,500,893,683,1972,5457,26423,38179,20399,8131,2603,72447.52594,70,97,65,91,54,0,18
2022/9/11,4989,1466,779,48363,446,86937,2783,94199,80569,4027,903,931,873,549,630,792,1099,34233,38604,48929,6697,2863,23578.19632,14,73,91,54,30,23,21
2022/9/12,7500,1671,559,94766,1935,97667,299,94754,74140,9352,620,644,942,842,849,2968,8690,14925,44861,34796,6378,5146,66736.77022,20,44,25,10,73,45,28
2022/9/13,4299,4946,679,30410,2028,18001,1122,85920,58088,3654,650,810,947,909,618,9740,3484,44468,43461,47283,9614,7431,88095.75163,58,90,22,49,40,56,34
2022/9/14,2344,3815,919,21859,503,30646,774,32008,94082,1330,631,525,902,523,824,816,3994,43488,53223,27369,5263,1364,46194.32366,18,29,92,32,27,95,58
2022/9/15,9226,1570,762,41427,1859,16447,105,54158,88926,7596,655,920,547,838,654,3202,4755,55763,19547,13742,7165,3918,61369.74071,46,72,80,76,45,51,23
2022/9/16,3507,2355,649,56734,1461,23597,735,77999,68604,5122,595,545,994,715,679,9156,9010,24835,20860,18347,7089,2537,15062.49503,96,27,8,28,30,9,64
2022/9/17,2993,2855,592,26157,639,23380,1410,55643,99717,5152,994,660,704,943,979,2505,1295,58267,18116,58395,6742,4337,34900.64091,56,87,22,69,29,73,33
2022/9/18,1779,1513,939,13470,1772,21015,923,46017,60278,5529,546,907,542,633,864,2305,9819,22359,45588,34114,7459,8997,34071.07763,90,93,29,80,45,25,74
2022/9/19,4108,4859,725,43903,916,80903,2782,42772,54027,5137,776,861,588,542,675,5600,6195,28100,45957,13402,7462,4776,33574.53797,76,90,22,31,28,66,41
2022/9/20,6505,3547,596,34005,438,16805,1411,57318,97437,4774,940,564,649,862,758,2418,1763,47484,28620,27485,5563,7300,3111.45427,71,65,82,65,8,50,97
2022/9/21,2975,2760,520,44986,2739,78794,1744,75174,76174,5859,684,607,877,958,852,8036,2312,17862,44928,43834,9127,1037,102147.3241,32,10,74,50,69,31,33
2022/9/22,9131,3625,601,48687,1751,23140,1087,91220,75215,4711,904,540,568,975,948,2952,1366,16276,35991,24811,5664,3481,19819.17102,93,98,50,98,11,15,8
2022/9/23,9378,4727,714,3979,1959,64737,666,89550,57879,1262,836,534,967,761,895,8141,5065,31219,24514,13921,7186,9729,8790.955904,49,90,71,55,84,29,86
2022/9/24,6647,3322,902,59392,2499,33520,1109,91305,93022,6777,668,709,612,715,809,6365,6596,58638,18631,17353,7447,7457,5581.905539,87,0,1,14,83,3,26
2022/9/25,5700,3738,983,86809,2747,48131,687,67072,51997,5317,719,706,582,954,993,6794,4098,10995,16187,31241,9339,9292,9095.173831,20,94,39,43,8,57,43
2022/9/26,7913,4674,800,99201,444,97133,2808,44129,99552,6392,847,681,911,703,996,5228,1121,27280,18245,29114,7631,8194,39442.59821,16,1,78,21,49,90,76
2022/9/27,5604,824,792,70363,2678,46990,162,84477,84953,6564,850,895,626,636,925,7810,1864,49791,31114,45935,6963,5807,29750.48446,68,48,8,12,71,63,33
2022/9/28,3679,1429,618,81305,1682,53116,2011,70014,84766,6997,532,911,781,566,641,4197,1961,46017,45983,17838,6830,5086,43753.6861,30,49,5,41,63,88,55
2022/9/29,5701,4716,500,24436,1274,40097,2752,97705,59592,7644,633,988,652,619,515,1336,2534,47930,51974,14484,5953,5138,76899.88706,41,42,7,93,91,3,16
2022/9/30,9192,2871,787,34792,1377,61394,2478,86794,77237,6894,627,760,757,685,711,3450,1875,48618,17011,33855,5535,9923,26185.13985,94,95,66,26,81,27,98
2022/10/1,5266,3136,768,87172,947,45761,1988,49567,92940,3321,848,527,939,560,568,9726,6284,37776,17874,40536,8850,9156,59408.94238,0,55,58,32,22,30,20
2022/10/2,8935,1701,704,41223,2884,55531,2179,69789,99247,2869,637,737,975,608,849,6630,6748,49711,35376,28087,8189,1490,86968.35385,76,81,54,17,12,55,63
2022/10/3,8466,3124,881,84681,903,62360,451,99019,61617,5505,903,630,510,863,996,4808,2987,24886,56761,28314,8948,8379,8768.018145,54,17,25,28,69,73,45
2022/10/4,8502,4445,903,91988,2941,23726,1388,95148,67694,5929,658,989,836,753,788,2064,5353,51444,57247,31517,8241,4901,35727.80008,33,54,91,98,49,17,65
2022/10/5,5898,2356,700,54377,2955,96945,1070,92051,89259,6921,849,685,680,768,572,4925,998,8821,34958,28593,7853,8334,17422.10427,90,97,42,48,59,8,21
2022/10/6,4894,742,561,7055,1419,81596,2767,79141,58468,8698,605,724,973,911,816,8417,7296,12604,23471,26797,6419,4924,22348.76588,38,91,54,60,80,59,2
2022/10/7,7131,3486,915,58519,334,12113,1974,65862,87903,2363,849,993,732,886,803,3556,7219,32876,47535,21016,5014,9331,60932.37159,18,40,84,59,92,31,95
2022/10/8,3244,3193,566,31681,2573,21608,1724,44448,72581,4622,912,964,516,894,704,9081,2811,11595,32667,44507,5281,8301,15480.38918,51,43,51,91,41,97,53
2022/10/9,9319,3392,799,28831,2727,76108,2660,81725,82318,6343,739,622,692,926,679,5531,4563,9035,38248,34428,7132,1909,46652.076,30,42,44,19,71,3,55
2022/10/10,5058,4599,523,48491,311,91702,141,32664,64786,5705,709,640,753,564,694,1008,9905,14629,38879,46929,9462,6614,70389.71731,67,2,5,93,86,91,73
2022/10/11,5329,1156,858,4438,2217,42650,2411,48444,91651,8647,891,862,849,857,978,4007,9110,49494,27697,50891,7626,4942,43736.68494,47,8,2,98,52,79,51
2022/10/12,3165,2979,708,82593,1749,13794,1766,39771,98513,1964,888,543,848,546,521,8390,3436,34789,42723,13502,6539,8975,31339.25077,95,0,9,8,46,14,83
2022/10/13,8036,1777,937,81540,1219,44203,2626,48797,83481,2741,889,835,575,595,717,8733,566,5582,41745,42219,5004,5314,7591.532313,5,13,50,98,33,60,96
2022/10/14,5299,2607,630,52564,818,29668,550,48258,78619,8791,855,548,924,772,806,7690,2821,47880,29110,49517,9532,3155,43687.5972,61,86,36,33,40,58,73
2022/10/15,5252,1039,525,31392,1696,66702,147,49085,72587,7004,788,759,919,681,747,7880,9888,23352,14806,11268,8668,7634,27187.55132,5,67,46,48,68,20,96
2022/10/16,4657,4029,731,55316,921,78837,218,38101,72606,3344,660,514,985,630,940,7464,7334,18992,24160,21098,9171,6328,7285.849674,64,10,16,73,86,63,29
2022/10/17,2806,4109,686,47821,2459,48675,1424,67004,89529,8256,907,995,637,532,688,9146,7192,15116,11618,37852,8988,2773,26749.69703,62,89,93,50,56,84,65
2022/10/18,7480,3189,820,82276,523,81588,718,81521,86826,5065,891,973,622,630,697,4408,4120,37591,49383,56489,5959,9871,58489.02955,14,79,67,39,80,99,61
